name,length
Hunter Circle,91.94399999999999
Van Ness Avenue,95.245
,534.992
Boylston Street,254.18099999999998
North Quinsigamond Avenue,88.89500000000001
North Quinsigamond Avenue,51.463
Olympia Avenue,100.02000000000001
Dean Drive,67.53
Spring Street,232.061
Spring Street,182.627
Spring Meadow Drive,89.461
Brook Street,207.536
South Street,123.829
South Street,519.1179999999998
,36.46300000000001
,78.596
,141.809
Brookdale Circle,29.48
"['Sunset Lane', 'Bay Road']",218.34900000000002
Marie Street,82.091
,37.915
,199.42399999999998
Trowbridge Lane,464.098
Trowbridge Lane,290.10400000000004
Ashmont Street,87.47
Oak Street,74.047
Latura Street,537.7049999999999
Marie Street,82.091
Oak Street,151.075
Hartford Turnpike,30.636
Hartford Turnpike,307.402
Walnut Street,343.26699999999994
Walnut Street,104.01499999999999
Walnut Street,306.61300000000006
Hillando Drive,271.06100000000004
Howe Avenue,320.733
Howe Avenue,93.6
Roman Drive,116.814
,111.93200000000002
Salisbury Street,65.45400000000001
Salisbury Street,67.38499999999999
Vista Place,86.812
Sunrise View Avenue,75.415
Dalton Drive,38.940999999999995
Flint Meadow Lane,106.042
Lamplighter Drive,99.241
Lamplighter Drive,449.61400000000003
Sandpiper Drive,112.46099999999998
Sandpiper Drive,116.878
Cardinal Circle,88.648
Edgewood Road,171.004
Edgewood Road,101.7
Kenilworth Road,308.229
Kenilworth Road,104.951
Fiske Street,178.84099999999995
,144.4
Maple Avenue,175.576
Hutchins Street,196.73
Maple Avenue,130.166
North Street,70.013
Wilder Road,320.5880000000001
North Street,94.274
Edgewood Road,54.775000000000006
Bosworth Road,129.568
Ashton Drive,120.40199999999997
Kings Point Drive,239.91
Cypress Avenue,139.261
Cypress Avenue,1631.443
Ridge Road,502.122
Edgewood Road,124.421
Woodland Road,117.35300000000001
Edgewood Road,54.775000000000006
Prospect Street,22.895
Merriam Avenue,221.28
Prospect Street,73.946
Vancroft Avenue,126.036
Ridgeland Road,75.293
Ridgeland Road,73.10699999999999
Boylston Street,31.104
Prospect Street,68.324
Boylston Street,61.785
,137.86700000000002
Boston Turnpike,583.466
Spring Street,106.971
Spring Street,244.61399999999998
Almondwood Circle,109.59100000000001
Flanagan Drive,256.348
Selina Street,107.297
David Road,127.97299999999998
Angela Avenue,216.42500000000004
Angela Avenue,115.451
Pal Drive,78.806
Pal Drive,71.282
Stratton Drive,37.107
Fifth Avenue Right of Way,155.413
Lancelot Road,272.928
Joseph Road,64.057
Joseph Road,119.35899999999998
Tanager Drive,93.406
Tanager Drive,484.043
Kinglet Drive,389.8539999999999
Beverly Road,89.634
Elm Street,29.784999999999997
Elm Street,31.528
Fox Hill Road,284.323
Neptune Drive,275.683
Mercury Drive,296.514
Mercury Drive,108.712
Olympia Avenue,30.399
Olympia Avenue,196.79199999999997
Marietta Avenue,197.484
,45.297
Odonnell Avenue,484.8740000000001
Main Street,142.35100000000003
Main Street,96.709
Boston Turnpike,194.757
Lake Street,217.738
Lake Street,80.255
Topsfield Circle,116.81899999999999
Sias Avenue,74.317
Sias Avenue,71.503
Tatum Road,135.209
Tatum Road,119.656
Howe Avenue,215.422
Beverly Hill Drive,225.53699999999998
Oak Street,279.247
Oak Street,129.732
Saturn Drive,38.571
Saturn Drive,104.196
Arcturus Drive,136.425
Lincoln Avenue,71.828
Washington Street,278.038
Washington Street,354.154
South Street,283.922
South Street,1038.486
Berkshire Road,339.10299999999995
Boston Turnpike,219.046
Boston Turnpike,55.327999999999996
,43.826
Peninsula Drive,114.74600000000001
Lakeside Drive,187.05700000000002
Lakeside Drive,153.846
Canna Drive,41.752
Edgemere Boulevard,183.655
Edgemere Boulevard,52.919
Walnut Street,279.595
Main Circle,119.207
Main Circle,117.41499999999999
Oak Street,82.854
Pal Drive,71.282
Oak Street,72.03
Atwood Lane,219.52100000000004
Park View Lane,123.237
Rams Gate Place,73.488
Rosedale Avenue,175.00400000000002
,24.312
Oak Ridge Way,36.109
Oak Ridge Way,78.743
Boxford Drive,38.953
,41.973
,20.400999999999996
,87.278
Colonial Way,194.51299999999998
Broadway,93.573
Trowbridge Lane,464.098
Trowbridge Lane,248.38400000000001
Founders Road,199.029
Old Mill Road,88.14800000000001
Old Mill Road,143.838
Millwood Drive,79.12700000000001
Bosworth Road,18.176
Clinton Street,70.867
Clinton Street,283.534
,47.933
Grafton Street,53.46000000000001
Grafton Street,199.64300000000003
Hartford Turnpike,43.006
Hartford Turnpike,516.648
Purinton Street,38.337
Lebeaux Drive,118.826
Saxon Lane,127.655
Olde Colony Drive,410.4169999999999
Olde Colony Drive,244.47699999999998
Saxon Lane,192.956
Jill Circle,63.108000000000004
,27.428
Maple Avenue,39.927
Boston Turnpike,75.747
Maple Avenue,24.359
,200.18900000000002
Hartford Turnpike,153.29000000000002
Hartford Turnpike,136.284
Villa Road,119.31
Plainfield Avenue,73.535
Plainfield Avenue,66.74
Stonybrook Lane,87.83200000000001
Grafton Street,143.92000000000002
Grafton Street,160.684
Hickory Drive,627.296
Grafton Street,411.933
Grafton Street,149.002
Boylston Street,63.403999999999996
Colonial Drive,82.226
Chestnut Street,22.996000000000002
Chestnut Street,31.847
Chestnut Street,533.624
Old Barn Road,35.031
Country Way,54.312
Country Way,79.419
Morningside Drive,270.186
Jordan Road,26.549
Ronald Lane,110.933
Florence Street,132.962
Glen Gery Road,128.89
Woodway Drive,51.097
,199.42400000000004
Boston Turnpike,358.431
Eastwood Road,310.36300000000006
Eastwood Road,127.03899999999999
Eastwood Road,99.181
Pratt Lane,51.477
Rhinecliff Street,63.199
Holden Street,61.832
Holden Street,87.174
,219.384
,790.8270000000001
Hillcrest Avenue,38.171
Summer Street,99.15599999999999
Hillcrest Avenue,215.398
Summer Street,103.572
Fifth Avenue Right of Way,67.17099999999999
North Quinsigamond Avenue,166.21799999999996
North Quinsigamond Avenue,42.199
Verona Avenue,55.494
Verona Avenue,74.631
"['Jacob Street', 'Pleasant View Street']",108.862
Elm Street,77.362
Bailey Road,159.192
Elm Street,126.424
Oak Street,64.437
Tanager Drive,93.406
Oak Street,72.03
Trowbridge Lane,290.104
Ashmont Street,69.371
"['Jefferson Drive', 'Trowbridge Lane']",241.26800000000003
Brookside Place,92.67800000000001
Cypress Avenue,1631.4429999999998
Holden Street,64.349
Holden Street,107.467
Holden Street,337.91999999999996
Whitehall Circle,144.066
,243.3919999999999
Maple Avenue,107.69600000000003
Maple Avenue,24.543
Kirk Street,40.406
Rice Street,59.26
Rice Street,240.986
Bonnie Dell Lane,173.555
Spring Street,18.248
Spring Street,244.614
,57.22800000000001
,75.164
Cherry Street,521.299
Cherry Street,626.679
Westmont Road,104.315
Main Street,152.112
Main Street,81.982
,115.39299999999997
Maple Avenue,175.576
Maple Avenue,43.72
Floral Street,49.233
Butter Cup Lane,91.934
Floral Street,130.975
Sturbridge Circle,107.571
Wachusett Circle,194.342
Wachusett Circle,114.489
Oak Street,19.688
Oak Street Terrace,206.50799999999998
Sheridan Drive,262.59400000000005
Oak Street,279.247
South Quinsigamond Avenue,182.56700000000004
South Quinsigamond Avenue,288.389
Fairfax Street,199.714
Floral Street,489.04499999999996
Floral Street,132.636
Ryan Road,329.697
Winslow Street,27.577
State Street,71.783
Winslow Street,294.48300000000006
Main Street,77.231
Main Street,175.48000000000002
Westwood Road,96.295
Norcross Point,82.27199999999999
Sam Allen Circle,72.762
Stratton Drive,37.107
Stratton Drive,51.644999999999996
Stratton Drive,35.129000000000005
Reuben Circle,47.468
Toblin Hill Drive,89.99099999999999
Toblin Hill Drive,171.214
Willard Avenue,42.251
Willard Avenue,116.332
Whitney Street,230.453
Artemas Avenue,99.158
General Avenue,146.196
General Avenue,157.16600000000003
Memorial Drive,7.681
Memorial Drive,53.736000000000004
Elaine Street,77.044
Janet Circle,115.833
Janet Circle,424.332
Glen Gery Road,44.661
Glen Gery Road,128.89000000000001
Bowdoin Street,107.98599999999999
Oxford Drive,32.472
Harlow Road,137.118
Main Street,186.54099999999997
Main Street,111.856
Grafton Street,6.728
Grafton Street,95.48400000000001
Old Brook Road,407.697
Eastwood Road,127.039
Eastwood Road,310.363
Summer Street,99.15599999999999
Minuteman Way,162.16000000000003
Cherry Street,626.6789999999999
Boston Turnpike,466.8299999999999
South Brook Street,97.703
South Street,26.511
South Street,602.525
Cobblestone Way,194.205
Bridle Path,414.42499999999995
Bridle Path,317.354
,295.3670000000001
,39.377
Rolling Hill Road,133.09500000000003
Sunflower Circle,94.697
Bruce Avenue,362.6940000000001
Oak Street,29.355
Dalphen Road,135.146
Oak Street,370.804
South Street,519.118
Hartford Turnpike,137.187
Hartford Turnpike,150.555
,675.391
,42.04
,25.388
Fyrbeck Avenue,96.09
Cutler Street,71.876
Fyrbeck Avenue,185.21600000000004
Monroe Street,142.58800000000002
Elm Street,77.362
Edgemont Road,69.92200000000001
Mountain View Avenue,119.01400000000001
Elm Street,252.253
Overlook Avenue,75.852
"['Fairview Street', 'Overlook Avenue']",188.609
Pleasant Street,114.389
Greenbriar Drive,190.847
Greenbriar Drive,122.515
Ivy Path,315.71500000000003
Crescent Street,43.099
Crescent Street,44.853
Heritage Road,74.44200000000001
Holly Lane,211.83700000000002
Summer Street,207.74599999999998
Summer Street,144.929
Bluegrass Lane,176.852
Bosworth Road,18.176
Clinton Street,177.722
Bosworth Road,129.56799999999998
Eastern Point Drive,11.179
Eastern Point Drive,56.998
Eastern Point Drive,23.783
,57.227999999999994
Whitehall Circle,183.332
Amherst Road,231.80700000000002
Arch Street,356.45200000000006
,151.085
Main Street,96.47300000000001
Bunker Hill Road,87.408
Bunker Hill Road,59.285999999999994
Minuteman Way,707.8920000000002
Westmont Road,125.65899999999999
Maple Avenue,85.012
Maple Avenue,87.585
East Avenue,43.264
East Avenue,86.28
Woodway Drive,364.4
Richard Avenue,72.829
Richard Avenue,60.609
"['Daniel Road', 'Elma Circle']",385.812
North Street,88.34
North Street,70.013
Vista Drive,246.326
Ashmont Street,87.47
Ashmont Street,69.371
Minot Avenue,120.38300000000001
Grafton Street,233.327
Grafton Street,217.82799999999997
Grafton Street,552.9990000000001
Orchard Road,242.368
Hutchins Street,59.645
Hutchins Street,196.73
Stoney Hill Road,386.55499999999995
Stoney Hill Road,652.526
Deer Run Drive,142.028
Thistle Hill Drive,256.908
Thorning Drive,163.26500000000001
North Quinsigamond Avenue,73.452
North Quinsigamond Avenue,71.42999999999999
Fyrbeck Avenue,185.216
Hazel Avenue,18.438
Clinton Street,283.534
Clinton Street,101.419
Lakeside Path,12.548
North Quinsigamond Avenue,10.244
North Quinsigamond Avenue,133.28
Evergreen Street,78.494
Walnut Street,87.939
Walnut Street,168.78100000000003
Tralee Lane,203.38
Oak Street,29.355
Oak Street,114.381
Maury Lane,77.63000000000001
Odonnell Avenue,484.874
Odonnell Avenue,66.677
Willet Drive,245.56399999999996
Thistle Hill Drive,256.90799999999996
Main Boulevard,84.901
Main Boulevard,164.669
Empire Street,261.074
Lake Street,104.427
Glen Terrace,275.453
Lake Street,265.419
Arbor Circle,68.029
Industrial Drive,347.345
Main Boulevard,92.792
Oregon Avenue,46.371
Minot Avenue,120.38300000000001
Lebeaux Drive,23.628
Boston Turnpike,773.395
Grafton Street,20.438
Grove Street,29.562000000000005
Grafton Street,380.855
Seneca Street,246.523
Ryan Road,329.697
Sand Street,75.447
Holden Street,133.254
Holden Street,61.832
Canna Drive,41.752
Canna Drive,215.941
Norton Way,155.14499999999998
Westbrook Crossing Drive,23.213
Westbrook Crossing Drive,104.80300000000001
Stratton Drive,35.129000000000005
Grafton Street,99.301
Grafton Street,45.102999999999994
Kenilworth Road,308.229
Boston Turnpike,347.683
Commons Drive,153.546
Worthington Avenue,21.807
Worthington Avenue,194.117
"['Lakewood Drive', 'Hancock Street']",546.9570000000002
Audubon Drive,133.713
Old Mill Road,705.8939999999999
Old Mill Road,88.148
Hylair Drive,68.854
Lake Street,857.6329999999999
Lake Street,84.117
Highridge Road,326.769
"['Blackthorn Road', 'Northland Road']",259.758
Northland Road,111.007
Ptarmigan Drive,69.542
Childs Street,101.16499999999999
Rolfe Avenue,77.831
Rolfe Avenue,81.512
Bailey Road,127.9
Mercury Drive,98.55199999999999
Mercury Drive,100.035
Mars Drive,211.91199999999998
Rucliff Street,113.274
Main Circle,85.01
Main Circle,26.959
Liberty Drive,383.372
Main Circle,71.118
Brookdale Circle,34.456
Brookdale Circle,36.238
Brookdale Circle,29.48
Bittersweet Circle,134.354
Cherry Street,17.844
Rockwell Drive,202.89499999999998
Cherry Street,180.144
Glen Terrace,275.453
Edgewood Road,125.376
Edgewood Road,139.802
Arcturus Drive,136.425
Longfellow Road,163.02
Tory Drive,155.81799999999998
Longfellow Road,182.901
Flintlock Drive,171.605
Flintlock Drive,171.60499999999996
Flintlock Drive,270.863
Pond View Drive,147.499
Pond View Drive,107.766
Manor Road,79.74799999999999
Grove Street,31.763
Grove Street,723.602
Grove Street,29.561999999999998
South Quinsigamond Avenue,43.653
South Quinsigamond Avenue,98.407
Harrison Place,15.171
Lake Street,104.427
Ferncroft Road,299.749
Lake Street,62.705999999999996
,46.333
,75.043
Boylston Street,184.107
Wachusett Avenue,60.677
Barnard Street,84.977
Boylston Street,31.607
Horseneck Road,161.935
Lamplighter Drive,100.831
Lamplighter Drive,201.959
Comstock Drive,286.553
,81.563
,73.781
,104.19600000000001
Summer Street,246.45300000000003
Summer Street,207.74599999999998
Raymond Avenue,258.546
Pussy Willow Road,102.537
Honeysuckle Lane,92.104
Honeysuckle Lane,261.24
Boston Turnpike,129.044
Bailey Road,159.192
Sadler Avenue,197.686
Muzzy Avenue,73.05099999999999
Muzzy Avenue,65.58
Cottage Avenue,41.171
Grove Ridge Path,26.019000000000002
Cottage Avenue,52.579
Elaine Street,77.044
Lake Street,93.297
Lake Street,160.87599999999998
Stoney Hill Road,386.5549999999999
Hartford Turnpike,775.33
Hartford Turnpike,176.707
Saxon Lane,128.777
Hunter Circle,367.787
Hunter Circle,81.97800000000001
Boston Turnpike,12.967
Deergrass Road,144.379
Ireta Road,84.875
Ireta Road,852.837
Maple Circle,122.726
Brightside Avenue,146.081
Maple Circle,271.796
Walnut Drive,115.169
Faulkner Road,185.583
Lake Street,108.383
Lake Street,335.396
South Quinsigamond Avenue,141.826
South Quinsigamond Avenue,74.362
"['Fairview Street', 'Overlook Avenue']",188.609
Harrington Farms Way,40.984
Harrington Farms Way,39.124
Harrington Farms Way,39.918
Sias Avenue,71.809
Stanley Road,134.82799999999997
"['Stanley Road', 'Rolfe Avenue']",126.53400000000002
Rhinecliff Street,18.386
,83.671
,93.578
,87.278
Westport Circle,59.998999999999995
"['Edgemont Road', 'Beach Road']",493.0989999999999
Edgemont Road,69.922
Leblanc Road,236.256
,115.649
,115.649
,261.06100000000004
Clews Street,176.73999999999998
Grafton Street,100.827
Violette Circle,118.47999999999999
Oak Street,47.811
Oak Street,123.028
Worthington Avenue,225.565
Lahinch Lane,45.391999999999996
Woodway Drive,51.097
Woodway Drive,364.40000000000003
Carlton Street,76.5
Cabot Drive,25.134
Holden Street,87.17399999999999
Clinton Street,89.59200000000001
Clinton Street,284.709
Holden Street,294.66999999999996
Hapgood Way,739.4339999999999
Maple Avenue,73.296
Maple Avenue,74.434
Richard Avenue,72.829
Maple Avenue,55.028
Maple Avenue,127.519
Crescent Street,23.022
Crescent Street,207.40099999999998
Meadow Lane,310.01
Old Brook Road,165.673
Old Brook Road,288.033
Old Brook Circle,140.615
,24.312
Edgewater Avenue,38.122
Sterling Street,175.31499999999994
Edgewater Avenue,135.51
Westbrook Crossing Drive,144.36599999999999
Main Street,320.982
Main Street,578.717
Oak Ridge Way,260.731
Main Circle,122.37700000000001
Main Circle,119.207
Birchwood Drive,82.188
Spruce Street,114.12899999999999
Spruce Street,209.20100000000002
Charles Street,53.111999999999995
Harrington Avenue,37.793
Harrington Avenue,60.898
Ashwood Circle,148.50300000000001
Hartford Turnpike,26.07
Anglin Lane,150.18800000000002
Hartford Turnpike,185.264
Ireta Road,852.8370000000002
Main Street,217.05100000000002
Main Street,22.683
Howard Street,61.062
Caroline Avenue,186.71300000000002
Caroline Avenue,119.22800000000001
Pal Drive,163.427
Pal Drive,78.806
Maury Lane,282.55899999999997
Maury Lane,130.33
Rawson Place,102.842
Birch Lane,56.382
Rice Avenue,53.378
Rice Avenue,58.156000000000006
Ira Avenue,122.10600000000001
Main Boulevard,81.178
Main Boulevard,76.42000000000002
Saunders Drive,266.795
Grafton Street,144.898
Grafton Street,114.072
Eastwood Road,99.181
Old Brook Road,165.67299999999997
South Street,196.857
South Street,253.514
Timari Drive,145.75300000000001
Brentwood Drive,183.47299999999998
Vista Drive,39.97
Vista Place,86.812
Vista Drive,246.326
Dana Road,111.25999999999999
Vega Drive,134.953
Dartmoor Drive,40.477
Cross Street,340.624
Prospect Street,31.46
Prospect Street,60.94500000000001
Oak Street,157.724
Maple Avenue,43.72
Maple Avenue,141.016
Lake Street,13.633
Boston Turnpike,330.8
Lake Street,256.238
Elliot Circle,175.78700000000003
Dickinson Circle,39.927
Dickinson Circle,101.16399999999999
Williamsburg Court,593.0360000000002
Oak Street,114.13499999999999
Oak Street,110.613
Pheasant Hill Drive,231.883
Worthington Avenue,239.441
Worthington Avenue,66.924
Wendell Street,102.936
Worthington Avenue,87.626
Worthington Avenue,41.893
Linda Circle,68.916
Harris Avenue,8.375
Lake Street,50.592
Lake Street,217.738
Green Street,1170.785
Hartford Turnpike,150.555
Hartford Turnpike,1256.9359999999995
South Street,183.666
Amherst Road,231.807
Amherst Road,116.547
Claremont Circle,129.09900000000002
John Street,163.084
Fifth Avenue,88.938
,105.206
Rockwell Drive,166.94
Farmington Drive,161.845
Farmington Drive,175.41199999999998
Hayden Lane,94.875
Purinton Street,162.654
Purinton Street,117.054
Grist Mill Circle,100.03100000000002
Hunting Avenue,114.437
Saunders Drive,72.196
Hunting Avenue,269.07800000000003
Lamplighter Drive,61.572
Melody Lane,357.508
Lamplighter Drive,583.514
Boston Turnpike,375.90999999999997
,80.08200000000001
North Quinsigamond Avenue,136.67
North Quinsigamond Avenue,11.026
Stonybrook Lane,87.83200000000001
Stonybrook Lane,397.75999999999993
Argila Lane,66.518
Highland Street,112.69
South Quinsigamond Avenue,78.71000000000001
South Quinsigamond Avenue,54.15899999999999
Colonial Drive,17.879
Colonial Drive,410.52700000000004
Colonial Way,194.51299999999998
Loring Street,162.10100000000003
Prospect Street,73.946
Prospect Street,135.752
Grace Avenue,120.168
,64.228
,27.628000000000004
,144.4
Boylston Street,115.23499999999999
Colonial Drive,269.575
Colonial Drive,82.22600000000001
,216.805
,191.12099999999998
,103.57499999999999
Browning Road,108.42
Browning Road,162.004
Bryant Avenue,336.563
Morrill Avenue,67.469
"['Morrill Avenue', 'Baker Avenue']",203.57100000000003
Sadler Avenue,154.43499999999997
Sadler Avenue,197.686
Norton Way,155.145
Bay View Drive,90.22399999999999
Bay View Drive,284.714
,104.196
,73.78099999999999
,243.392
Heatherwood Drive,479.956
Cranbrook Road,83.866
Cranbrook Road,253.75500000000005
Churchill Road,109.413
Westwood Road,83.038
Westwood Road,170.775
Merlin Circle,81.416
Camelot Drive,172.339
Camelot Drive,247.191
South Street,21.575
Hunting Avenue,99.209
South Street,196.85699999999997
South Quinsigamond Avenue,155.9
South Quinsigamond Avenue,74.573
Elizabeth Street,187.62999999999997
Roberts Street,135.69299999999998
South Quinsigamond Avenue,20.189
South Quinsigamond Avenue,28.403000000000002
Grove Street,723.602
Grove Street,342.94199999999995
Arrowwood Drive,187.26
Hawthorne Road,271.243
Grafton Street,128.531
Hartford Turnpike,136.284
Grafton Street,411.93300000000005
Hartford Turnpike,136.64
Spring Street,169.503
Spring Street,105.259
,397.03100000000006
Dalton Drive,100.901
Hartford Turnpike,97.193
Hartford Turnpike,18.258000000000003
,89.761
Hunter Circle,93.11
Amberly Lane,178.125
Hunter Circle,81.97800000000001
Williamsburg Court,593.0360000000001
Oak Street,114.13499999999999
Oak Street,543.801
Lancelot Road,272.928
Camelot Drive,116.755
Camelot Drive,406.995
Turtle Creek Circle,175.44
South Street,21.575
Keswick Street,30.557000000000002
South Street,107.898
Main Circle,206.084
Main Street,277.179
Main Street,301.59900000000005
,47.36
,70.49399999999999
Pond View Drive,147.49900000000002
Sherwood Avenue,204.643
Oak Street,157.724
Oak Street,142.23000000000002
Old Oak Street,98.076
Oak Street,151.075
Oak Street,127.77800000000002
Old Mill Road,705.8939999999999
Main Street,22.683
Main Street,320.9820000000001
,60.099999999999994
South Quinsigamond Avenue,51.525000000000006
Hunter Circle,93.11
Dartmoor Drive,154.059
Heatherwood Drive,479.956
Dartmoor Drive,238.04899999999995
,102.255
Avon Avenue,31.267
Greylock Avenue,129.568
Avon Avenue,189.928
Cranbrook Road,253.755
Prospect Street,247.89300000000003
Prospect Street,412.795
Flamingo Circle,101.739
Wheelock Street,231.505
Wheelock Street,152.677
Wachusett Circle,194.34200000000004
South Quinsigamond Avenue,111.79899999999999
South Quinsigamond Avenue,104.041
John Street,163.084
Saybrook Road,76.374
Saybrook Road,316.73800000000006
Jenney Street,216.42200000000003
Gold Street,374.8239999999999
Cherry Street,46.322
Cherry Street,521.2989999999999
Norcross Point,82.27199999999999
Bay View Drive,339.14700000000005
Bay View Drive,284.714
Checkerberry Lane,122.94900000000001
Bumble Bee Circle,207.06
Bumble Bee Circle,140.09199999999998
Pussy Willow Road,102.537
Pearl Street,92.252
"['Avon Avenue', 'Phillips Avenue']",118.36699999999999
Phillips Avenue,185.546
Beverly Hill Drive,55.125
Beverly Hill Drive,607.13
Hillside Lane,93.9
Lawrence Street,113.505
Fiske Street,178.841
Maple Avenue,24.543
Maple Avenue,130.166
Oak Ridge Way,36.109
,120.464
,140.695
North Quinsigamond Avenue,11.103
Main Street,181.21499999999997
North Quinsigamond Avenue,293.247
Flint Meadow Lane,106.042
Washington Street,42.883
Washington Street,278.038
Artemas Avenue,80.093
Mallard Circle,153.871
Spring Street,259.521
Main Street,277.17900000000003
Saint James Road,340.977
Amberly Lane,178.125
Hunter Circle,91.94399999999999
Hunter Circle,367.78700000000003
Holman Street,100.789
Holman Street,147.89300000000003
Shepard Lane,180.526
Angela Avenue,216.42499999999995
Maury Lane,77.63
Maury Lane,282.5590000000001
Cooper Drive,91.169
Thomas Farm Circle,124.744
Thomas Farm Circle,417.662
South Street,21.024
Farview Avenue,138.68099999999998
South Street,107.898
Villa Road,119.31
Villa Road,70.429
Wingate Street,108.88900000000001
Oregon Avenue,46.371
Oregon Avenue,55.032
Marietta Avenue,197.484
Longfellow Road,499.71299999999985
Browning Road,111.765
Browning Road,286.34600000000006
"['Sterling Street', 'Svenson Road']",228.13999999999996
Sterling Street,58.043000000000006
Naples Street,108.399
Main Street,137.208
Taft Road,134.77700000000002
Maple Avenue,115.387
Maple Avenue,85.01200000000001
Crescent Street,23.022
Crescent Street,233.332
Harriet Avenue,81.479
,86.884
Boston Turnpike,52.147999999999996
,102.255
Farmington Drive,325.63499999999993
Farmington Drive,77.292
Prospect Street,140.307
Prospect Street,247.89300000000003
Birch Brush Road,539.535
Hawkridge Road,97.396
Lake Street,256.238
Lake Street,857.6330000000002
Naples Street,77.361
Naples Street,108.399
Edgewater Avenue,323.50500000000005
Edgewater Avenue,60.846999999999994
Red Coat Circle,100.573
Fox Hill Road,336.921
Fox Hill Road,284.323
Red Coat Road,326.298
Prospect Street,37.74
Prospect Street,135.752
Worthington Avenue,26.881
Worthington Avenue,239.441
Kingston Street,290.512
Main Street,44.476
,21.372999999999998
Maple Avenue,61.65
Main Street,109.285
Merlin Circle,81.416
Hartford Turnpike,18.257
George Street,127.11200000000001
Hartford Turnpike,214.56
Prospect Street,385.726
Swan Circle,142.228
Greenwood Avenue,74.837
Main Boulevard,21.796
Main Boulevard,92.792
Notch Brook Road,161.612
Groveland Street,61.155
Svenson Road,66.412
Svenson Road,53.41600000000001
General Avenue,157.166
Liberty Tree Lane,160.764
Bunker Hill Road,105.654
Minuteman Way,162.16
Minuteman Way,707.892
Moulton Avenue,117.15499999999999
High Street,76.092
Highridge Road,326.769
High Street,113.582
Maplewood Road,136.889
Grafton Street,160.68400000000003
Grafton Street,139.343
Worthington Avenue,194.11699999999996
Worthington Avenue,26.881
Benton Street,83.832
Boston Drive,126.021
Wesleyan Street,198.14
Grafton Street,201.78700000000003
Grafton Street,115.571
"['Everett Avenue', 'Greylock Avenue']",358.441
Everett Avenue,200.30499999999998
Morrill Avenue,66.701
,71.484
,80.444
,50.186
Eastern Point Drive,71.09
Eastern Point Drive,71.08999999999999
Eastern Point Drive,56.998000000000005
Sycamore Road,265.634
Ruthen Circle,390.43199999999996
Ruthen Circle,390.4319999999999
Alice Avenue,144.327
Toblin Hill Drive,107.93299999999999
Toblin Hill Drive,89.99100000000001
Bummet Brook Circle,109.66499999999999
Walnut Street,327.495
Boston Turnpike,370.421
Hylair Drive,68.854
Hylair Drive,108.71000000000001
Roman Drive,412.36899999999986
May Street,74.177
Florence Street,132.962
,111.93199999999999
Commons Drive,64.615
Commons Drive,153.546
,153.045
Cherry Street,327.7440000000001
Cherry Street,180.14399999999998
Manor Road,35.719
Saxon Lane,128.777
Olde Colony Drive,186.122
Saxon Lane,170.49
Fyrbeck Avenue,96.09
Barrows Road,127.13
Spring Street,108.06200000000001
Spring Street,96.093
Old Barn Road,76.342
Redland Street,227.05699999999996
Redland Street,53.489999999999995
Colonial Drive,17.879
Jacobson Drive,153.72
Colonial Drive,307.197
Chamberlain Road,68.782
Selina Street,107.297
Elm Street,138.23000000000002
Elm Street,62.117
Silver Gate Circle,72.179
Fairlawn Circle,110.533
Fairlawn Circle,311.79100000000005
Miller Place,55.223
Eaton Avenue,24.242
Pleasant View Street,53.669
"['Eaton Avenue', 'Pond Avenue']",215.01099999999997
Bonnie Dell Lane,173.555
Huntington Road,66.698
Salisbury Street,26.558
,46.864
,89.208
,12.08
Commons Drive,31.015
Boston Turnpike,530.417
Industrial Drive,347.345
Hunting Avenue,114.437
Washington Street,354.154
Hunting Avenue,97.815
Flamingo Circle,101.739
Oriole Circle,124.461
Oriole Circle,65.789
Job Cushing Road,174.939
,124.933
"['Parker Road', 'Oregon Avenue']",316.5399999999999
North Quinsigamond Avenue,42.199
North Quinsigamond Avenue,122.75300000000001
Boston Turnpike,211.643
Gordon Road,135.539
,39.995
Boston Turnpike,48.412
Trowbridge Circle,165.62800000000001
Browning Road,286.34600000000006
Gulf Street,112.80300000000001
Gulf Street,751.2130000000001
Hillando Drive,271.06100000000004
Hillando Drive,550.0029999999999
Bayberry Circle,102.519
Cypress Avenue,161.31599999999997
Gulf Street,338.479
Gulf Street,299.09700000000004
Oval Drive,183.86100000000002
Sewell Street,93.116
Sewell Street,571.0360000000001
Turning Leaf Circle,112.249
Memorial Drive,7.943
Memorial Drive,61.352
Newton Street,99.65700000000001
Rosedale Avenue,74.94
Rosedale Avenue,70.02199999999999
Old Oak Street,98.076
Old Oak Street,95.649
Redland Street,227.05700000000002
Grafton Street,362.051
Grafton Street,97.66799999999999
Hemingway Street,247.78700000000003
Willet Drive,94.251
Tennis Drive,559.1800000000001
Grafton Circle,94.765
Grafton Street,22.01
Grafton Street,25.023
Sinclair Road,148.71200000000002
Hemingway Street,135.152
Hemingway Street,312.71600000000007
Thoreau Circle,97.42800000000001
Leonard Parkway,136.61
Walnut Street,193.713
Walnut Street,152.318
Red Coat Circle,100.57300000000001
South Street,164.65
South Street,283.922
Arch Street,356.452
Ronald Lane,110.933
School Street,151.60399999999998
School Street,215.68500000000003
,33.967
Clews Street,133.17399999999998
Clews Street,139.27
Willard Avenue,178.901
Elm Street,31.528
Elm Street,252.253
Holt Street,232.23700000000002
,33.967
Hartford Turnpike,18.602
Hartford Turnpike,122.66799999999999
