gid,phasedesig,servicetyp,subtype,geometry
16899,,OH,Secondary,"LINESTRING (597026.2536325164 2917784.216042639, 597035.3631 2917879.15686)"
16903,,OH,Secondary,"LINESTRING (596595.3849804889 2917981.4770429055, 596531.356105954 2918034.7566146827)"
16904,,OH,Secondary,"LINESTRING (596595.3849804889 2917981.4770429055, 596526.5683858581 2917951.3870307594)"
16905,,OH,Secondary,"LINESTRING (596644.4170113355 2917935.219079549, 596595.3849804889 2917981.4770429055)"
16906,,OH,Secondary,"LINESTRING (596644.4170113355 2917935.219079549, 596728.278482 2917848.08784)"
16907,,OH,Secondary,"LINESTRING (596644.4170113355 2917935.219079549, 596690.3515228565 2917971.916189169)"
16908,,OH,Secondary,"LINESTRING (596611.3579414673 2917642.9492315766, 596709.60681 2917691.79418)"
16909,,OH,Secondary,"LINESTRING (596611.3579414673 2917642.9492315766, 596470.5452039546 2917637.0471082493)"
16910,,OH,Secondary,"LINESTRING (596523.7250513568 2917244.3925768198, 596448.5794505428 2917220.9879676746)"
16911,,OH,Secondary,"LINESTRING (596523.7250513568 2917244.3925768198, 596546.6547446041 2917141.525676767)"
16912,,OH,Secondary,"LINESTRING (596517.0135472957 2917350.26306597, 596523.7250513568 2917244.3925768198)"
16913,,OH,Secondary,"LINESTRING (596454.1194475166 2917464.409012458, 596390.4645221274 2917392.674211736)"
16914,,OH,Secondary,"LINESTRING (596454.1194475166 2917464.409012458, 596411.1586193142 2917513.8765818398)"
16915,,OH,Secondary,"LINESTRING (596517.0135472957 2917350.26306597, 596454.1194475166 2917464.409012458)"
16916,,OH,Secondary,"LINESTRING (596517.0135472957 2917350.26306597, 596573.2386437806 2917400.321192292)"
16917,,OH,Secondary,"LINESTRING (596750.5147116095 2917155.731789137, 596707.4558193531 2917097.8943151697)"
16918,,OH,Secondary,"LINESTRING (596750.5147116095 2917155.731789137, 596771.0800359399 2917060.311713179)"
16919,,OH,Secondary,"LINESTRING (596725.0727823451 2917217.9632690926, 596750.5147116095 2917155.731789137)"
16920,,OH,Secondary,"LINESTRING (596725.0727823451 2917217.9632690926, 596763.1348418534 2917241.113516932)"
16921,,OH,Secondary,"LINESTRING (596725.0727823451 2917217.9632690926, 596697.6523612714 2917268.596401581)"
16922,,OH,Secondary,"LINESTRING (597106.5364687633 2917166.0728218113, 597154.1179837849 2917124.4638158395)"
16923,,OH,Secondary,"LINESTRING (596993.7359443199 2917111.5277774357, 597042.5975375171 2917064.805470591)"
16924,,OH,Secondary,"LINESTRING (596993.7359443199 2917111.5277774357, 597106.5364687633 2917166.0728218113)"
16925,,OH,Secondary,"LINESTRING (597016.7919709682 2917181.3644884643, 596993.7359443199 2917111.5277774357)"
16926,,OH,Secondary,"LINESTRING (596993.7359443199 2917111.5277774357, 596975.5645351076 2917037.567008005)"
16927,,OH,Secondary,"LINESTRING (597016.7919709682 2917181.3644884643, 596965.9428351873 2917214.1503162584)"
16928,,OH,Secondary,"LINESTRING (597016.7919709682 2917181.3644884643, 597032.5224264291 2917253.0045692525)"
16929,,OH,Secondary,"LINESTRING (597333.117142402 2917265.8180665136, 597316.0136573663 2917196.5470050103)"
16930,,OH,Secondary,"LINESTRING (597333.117142402 2917265.8180665136, 597380.2287520189 2917215.1289888336)"
16931,,OH,Secondary,"LINESTRING (597237.2336628456 2917289.9118774426, 597333.117142402 2917265.8180665136)"
16932,,OH,Secondary,"LINESTRING (597237.2336628456 2917289.9118774426, 597197.508584885 2917347.138151677)"
16933,,OH,Secondary,"LINESTRING (597237.2336628456 2917289.9118774426, 597267.3435414269 2917334.8538349085, 597283.4429757537 2917357.8150856993)"
16934,,OH,Secondary,"LINESTRING (594032.0466153048 2917309.399130044, 593963.8395874521 2917286.997611498)"
16935,,OH,Secondary,"LINESTRING (594087.8462207578 2917342.9821553193, 594032.0466153048 2917309.399130044)"
16936,,OH,Secondary,"LINESTRING (594087.8462207578 2917342.9821553193, 594097.8836106827 2917275.9973054244)"
16937,,OH,Secondary,"LINESTRING (594087.8462207578 2917342.9821553193, 594136.6801210176 2917342.330834174)"
16938,,OH,Secondary,"LINESTRING (594122.5639421217 2917531.103138953, 594161.6541524496 2917535.439371837)"
16939,,OH,Secondary,"LINESTRING (594130.3748167887 2917581.2917166515, 594122.5639421217 2917531.103138953)"
16940,,OH,Secondary,"LINESTRING (594096.6367201731 2917656.1050562393, 594130.3748167887 2917581.2917166515)"
16941,,OH,Secondary,"LINESTRING (594061.461481104 2917710.900317393, 594060.4755490378 2917713.8291069283)"
16942,,OH,Secondary,"LINESTRING (594019.2070002597 2917682.3676909353, 594061.461481104 2917710.900317393)"
16943,,OH,Secondary,"LINESTRING (594096.6367201731 2917656.1050562393, 594019.2070002597 2917682.3676909353)"
16944,,OH,Secondary,"LINESTRING (594058.8324426267 2917629.5979024717, 594035.8588003622 2917590.315902499)"
16945,,OH,Secondary,"LINESTRING (594096.6367201731 2917656.1050562393, 594058.8324426267 2917629.5979024717)"
16946,,OH,Secondary,"LINESTRING (594096.6367201731 2917656.1050562393, 594212.8436826211 2917645.0257668286)"
16947,,OH,Secondary,"LINESTRING (594096.6367201731 2917656.1050562393, 594207.2852947825 2917708.6391566745)"
17168,,OH,Secondary,"LINESTRING (597682.2104788295 2922304.321068876, 597746.2356075337 2922211.0814286843)"
17169,,OH,Secondary,"LINESTRING (597682.2104788295 2922304.321068876, 597744.144404364 2922294.00842819)"
17170,,OH,Secondary,"LINESTRING (597608.9368496791 2922311.820790272, 597682.2104788295 2922304.321068876)"
17171,,OH,Secondary,"LINESTRING (597608.9368496791 2922311.820790272, 597594.0224819157 2922363.817989372)"
17172,,OH,Secondary,"LINESTRING (597608.9368496791 2922311.820790272, 597549.2530618487 2922293.157051936)"
17244,,OH,Secondary,"LINESTRING (597741.9242917306 2922583.3145423564, 597751.8015412714 2922518.64380569)"
17245,,OH,Secondary,"LINESTRING (597741.9242917306 2922583.3145423564, 597758.2027751849 2922625.851596508)"
17246,,OH,Secondary,"LINESTRING (597670.4477481495 2922617.8958655237, 597741.9242917306 2922583.3145423564)"
17247,,OH,Secondary,"LINESTRING (597670.4477481495 2922617.8958655237, 597623.40416027 2922672.1018320955)"
17248,,OH,Secondary,"LINESTRING (597670.4477481495 2922617.8958655237, 597641.7361446013 2922591.2801433466)"
17249,,OH,Secondary,"LINESTRING (597681.8043969062 2922867.316610582, 597612.658761 2922828.70483)"
17250,,OH,Secondary,"LINESTRING (597681.8043969062 2922867.316610582, 597645.2682897698 2922927.106571432)"
17251,,OH,Secondary,"LINESTRING (597714.5608773751 2923130.405081788, 597698.5808471955 2923176.454826016)"
17252,,OH,Secondary,"LINESTRING (597714.5608773751 2923130.405081788, 597753.1191239489 2923181.774697259)"
17512,,OH,Secondary,"LINESTRING (594528.6166411482 2917507.583771035, 594580.4 2917498.11)"
17514,,OH,Secondary,"LINESTRING (594462.7294435907 2917658.1139982296, 594441.4100000001 2917632.89)"
17515,,OH,Secondary,"LINESTRING (594501.2854436102 2917745.9905997, 594462.7294435907 2917658.1139982296)"
17516,,OH,Secondary,"LINESTRING (594501.2854436102 2917745.9905997, 594476.18 2917739.03)"
17517,,OH,Secondary,"LINESTRING (594501.2854436102 2917745.9905997, 594504.75 2917800.14)"
17521,,OH,Secondary,"LINESTRING (594607.857738572 2918002.356670057, 594547.95 2918024.17)"
17522,,OH,Secondary,"LINESTRING (594607.857738572 2918002.356670057, 594637.6825991356 2918021.981112074)"
17523,,OH,Secondary,"LINESTRING (594710.9350597917 2917865.8194975015, 594607.857738572 2918002.356670057)"
17525,,OH,Secondary,"LINESTRING (595009.6209685316 2917987.6919230404, 594995.42 2917991.97)"
17526,,OH,Secondary,"LINESTRING (595041.6007917454 2918066.0966435876, 595009.6209685316 2917987.6919230404)"
17527,,OH,Secondary,"LINESTRING (595041.6007917454 2918066.0966435876, 595022.99 2918065.89)"
17528,,OH,Secondary,"LINESTRING (595041.6007917454 2918066.0966435876, 595036.01 2918097.9)"
17532,,OH,Secondary,"LINESTRING (595039.6604222604 2917815.1554673593, 595045.24 2917789.84)"
17533,,OH,Secondary,"LINESTRING (595039.6604222604 2917815.1554673593, 595020.07 2917809.96)"
17534,,OH,Secondary,"LINESTRING (595185.4426544874 2917791.612634401, 595039.6604222604 2917815.1554673593)"
17535,,OH,Secondary,"LINESTRING (595167.6280304526 2917718.7300903173, 595176.78 2917696.16)"
17536,,OH,Secondary,"LINESTRING (595167.6280304526 2917718.7300903173, 595149.99 2917706.98)"
17537,,OH,Secondary,"LINESTRING (595185.4426544874 2917791.612634401, 595167.6280304526 2917718.7300903173)"
17545,,OH,Secondary,"LINESTRING (595426.7987631722 2917900.1042315755, 595422.73 2917878.09)"
17546,,OH,Secondary,"LINESTRING (595426.7987631722 2917900.1042315755, 595470.82 2917918.84)"
17547,,OH,Secondary,"LINESTRING (595384.3438031313 2917943.4874968925, 595426.7987631722 2917900.1042315755)"
17548,,OH,Secondary,"LINESTRING (595384.3438031313 2917943.4874968925, 595369.57 2917944.66)"
17549,,OH,Secondary,"LINESTRING (595786.5509534754 2918302.8555072593, 595798.22 2918263.47)"
17550,,OH,Secondary,"LINESTRING (595786.5509534754 2918302.8555072593, 595771.32 2918287.02)"
17551,,OH,Secondary,"LINESTRING (595833.4426294684 2918387.2399371914, 595786.5509534754 2918302.8555072593)"
17552,,OH,Secondary,"LINESTRING (595918.613533018 2918323.7973185694, 595926.02 2918277.59)"
17553,,OH,Secondary,"LINESTRING (595932.5370922022 2918344.071522334, 595939.56 2918346.26)"
17554,,OH,Secondary,"LINESTRING (595918.613533018 2918323.7973185694, 595932.5370922022 2918344.071522334)"
17555,,OH,Secondary,"LINESTRING (595833.4426294684 2918387.2399371914, 595918.613533018 2918323.7973185694)"
17556,,OH,Secondary,"LINESTRING (595833.4426294684 2918387.2399371914, 595846.09 2918405.75)"
17557,,OH,Secondary,"LINESTRING (595833.4426294684 2918387.2399371914, 595819.65 2918400.89)"
17558,,OH,Secondary,"LINESTRING (595944.1130526292 2918032.409218294, 595969.89 2918031.33)"
17559,,OH,Secondary,"LINESTRING (595919.00991599 2918124.6873459886, 595944.1130526292 2918032.409218294)"
17560,,OH,Secondary,"LINESTRING (595919.00991599 2918124.6873459886, 595952.42 2918115.55)"
17561,,OH,Secondary,"LINESTRING (595919.00991599 2918124.6873459886, 595935.52 2918141.51)"
17562,,OH,Secondary,"LINESTRING (595856.0929012644 2918110.429009257, 595919.00991599 2918124.6873459886)"
17563,,OH,Secondary,"LINESTRING (595856.571084434 2918098.4196302574, 595856.58 2918095.65)"
17564,,OH,Secondary,"LINESTRING (595856.0929012644 2918110.429009257, 595856.571084434 2918098.4196302574)"
17565,,OH,Secondary,"LINESTRING (595856.0929012644 2918110.429009257, 595843.99 2918113.97)"
17566,,OH,Secondary,"LINESTRING (595916.5747893596 2917896.3910225956, 595948.22 2917891.5)"
17567,,OH,Secondary,"LINESTRING (595880.5650725969 2917819.991618458, 595916.5747893596 2917896.3910225956)"
17568,,OH,Secondary,"LINESTRING (595880.5650725969 2917819.991618458, 595900.09 2917817.26)"
17569,,OH,Secondary,"LINESTRING (595880.5650725969 2917819.991618458, 595911.09 2917757.63)"
17570,,OH,Secondary,"LINESTRING (595825.9366342865 2917868.800938105, 595880.5650725969 2917819.991618458)"
17571,,OH,Secondary,"LINESTRING (595825.9366342865 2917868.800938105, 595870.13 2917930.56)"
17572,,OH,Secondary,"LINESTRING (595825.9366342865 2917868.800938105, 595800.06 2917884.22)"
17573,,OH,Secondary,"LINESTRING (595665.9419347465 2917701.141909091, 595640.97 2917699.15)"
17574,,OH,Secondary,"LINESTRING (595709.1002179431 2917755.9507880043, 595665.9419347465 2917701.141909091)"
17575,,OH,Secondary,"LINESTRING (595759.6184717488 2917713.123841641, 595770.38 2917702.59)"
17576,,OH,Secondary,"LINESTRING (595759.6184717488 2917713.123841641, 595752.48 2917690.73)"
17577,,OH,Secondary,"LINESTRING (595709.1002179431 2917755.9507880043, 595759.6184717488 2917713.123841641)"
17578,,OH,Secondary,"LINESTRING (595709.1002179431 2917755.9507880043, 595667.47 2917792.38)"
17579,,OH,Secondary,"LINESTRING (595709.1002179431 2917755.9507880043, 595689.51 2917809.08)"
17580,,OH,Secondary,"LINESTRING (596059.4693717362 2917391.837551622, 596074.1600000001 2917413.15)"
17581,,OH,Secondary,"LINESTRING (596059.4693717362 2917391.837551622, 596015.12 2917385.98)"
17582,,OH,Secondary,"LINESTRING (596128.3020723718 2917318.337677821, 596059.4693717362 2917391.837551622)"
17583,,OH,Secondary,"LINESTRING (596029.7046588375 2917269.1193201467, 596041.14 2917241.19)"
17584,,OH,Secondary,"LINESTRING (596029.7046588375 2917269.1193201467, 595969.4000000001 2917259.05)"
17585,,OH,Secondary,"LINESTRING (596128.3020723718 2917318.337677821, 596029.7046588375 2917269.1193201467)"
17586,,OH,Secondary,"LINESTRING (596128.3020723718 2917318.337677821, 596150.55 2917302.69)"
17587,,OH,Secondary,"LINESTRING (596128.3020723718 2917318.337677821, 596145.46 2917336.69)"
17588,,OH,Secondary,"LINESTRING (595774.3779535221 2917394.3590588598, 595773.89 2917418.53)"
17589,,OH,Secondary,"LINESTRING (595860.2598813521 2917383.3807024197, 595774.3779535221 2917394.3590588598)"
17590,,OH,Secondary,"LINESTRING (595767.7941170537 2917341.872313743, 595761.59 2917317.08)"
17591,,OH,Secondary,"LINESTRING (595843.8623108757 2917332.1776588727, 595767.7941170537 2917341.872313743)"
17592,,OH,Secondary,"LINESTRING (595843.8623108757 2917332.1776588727, 595853.15 2917260.1)"
17593,,OH,Secondary,"LINESTRING (595843.8623108757 2917332.1776588727, 595842.24 2917319.79)"
17594,,OH,Secondary,"LINESTRING (595860.2598813521 2917383.3807024197, 595843.8623108757 2917332.1776588727)"
17595,,OH,Secondary,"LINESTRING (595860.2598813521 2917383.3807024197, 595875 2917401.59)"
17596,,OH,Secondary,"LINESTRING (595860.2598813521 2917383.3807024197, 595847.15 2917408.33)"
17597,,OH,Secondary,"LINESTRING (595920.2492200693 2916892.435923427, 595940.4412802118 2916945.155398412)"
17598,,OH,Secondary,"LINESTRING (595930.8653312109 2916841.5552509623, 595920.2492200693 2916892.435923427)"
17599,,OH,Secondary,"LINESTRING (595881.5510998905 2916823.749353479, 595845.0813142018 2916781.85)"
17600,,OH,Secondary,"LINESTRING (595930.8653312109 2916841.5552509623, 595881.5510998905 2916823.749353479)"
17601,,OH,Secondary,"LINESTRING (595930.8653312109 2916841.5552509623, 595930.1521450162 2916800.5233213757)"
17602,,OH,Secondary,"LINESTRING (595930.8653312109 2916841.5552509623, 595961.6316956189 2916864.812422582)"
17603,,OH,Secondary,"LINESTRING (595686.4399631397 2916994.8376290193, 595677.3134252279 2917034.038374243)"
17604,,OH,Secondary,"LINESTRING (595771.3200366243 2916950.362838461, 595686.4399631397 2916994.8376290193)"
17605,,OH,Secondary,"LINESTRING (595667.7567179804 2916939.3336032834, 595624.9614180536 2916930.2859516614)"
17606,,OH,Secondary,"LINESTRING (595751.236466924 2916901.764567359, 595667.7567179804 2916939.3336032834)"
17607,,OH,Secondary,"LINESTRING (595751.236466924 2916901.764567359, 595762.1286159365 2916853.0504493974)"
17608,,OH,Secondary,"LINESTRING (595751.236466924 2916901.764567359, 595697.0485460747 2916895.0244637458)"
17609,,OH,Secondary,"LINESTRING (595771.3200366243 2916950.362838461, 595751.236466924 2916901.764567359)"
17610,,OH,Secondary,"LINESTRING (595336.9829648684 2916877.0760662863, 595413.16 2916857.1)"
17611,,OH,Secondary,"LINESTRING (595133.8268825987 2917029.262057903, 595152.61 2917028.31)"
17612,,OH,Secondary,"LINESTRING (595104.8307779755 2917114.087330133, 595133.8268825987 2917029.262057903)"
17613,,OH,Secondary,"LINESTRING (595104.8307779755 2917114.087330133, 595137.67 2917082.28)"
17614,,OH,Secondary,"LINESTRING (595104.8307779755 2917114.087330133, 595112.9 2917134.24)"
17615,,OH,Secondary,"LINESTRING (595032.6578543396 2917136.567164938, 595104.8307779755 2917114.087330133)"
17616,,OH,Secondary,"LINESTRING (595032.6578543396 2917136.567164938, 595028.57 2917010.65)"
17617,,OH,Secondary,"LINESTRING (595032.6578543396 2917136.567164938, 594954.5306376102 2917158.6503188093)"
17618,,OH,Secondary,"LINESTRING (595005.2660627738 2917264.499948048, 595050.63 2917237.06)"
17619,,OH,Secondary,"LINESTRING (595005.2660627738 2917264.499948048, 595003.9100000001 2917312.54)"
17620,,OH,Secondary,"LINESTRING (594909.8110357148 2917315.1416673516, 595005.2660627738 2917264.499948048)"
17621,,OH,Secondary,"LINESTRING (594909.8110357148 2917315.1416673516, 594933.77 2917342.87)"
17622,,OH,Secondary,"LINESTRING (594909.8110357148 2917315.1416673516, 594867.63 2917308.98)"
17623,,OH,Secondary,"LINESTRING (595771.3200366243 2916950.362838461, 595817.8550868568 2916974.3450868567)"
17624,,OH,Secondary,"LINESTRING (595771.3200366243 2916950.362838461, 595766.9625044672 2916970.6583352764, 595754.0451208467 2916990.0423187297)"
18855,,OH,Secondary,"LINESTRING (591099.7371197679 2919690.5687071444, 591097.688431277 2919696.072103804)"
19168,,OH,Secondary,"LINESTRING (588668.85 2921562.4899999965, 588625.8983072495 2921571.94218253)"
19169,,OH,Secondary,"LINESTRING (588609.6998600049 2921424.539954892, 588558.5970176827 2921503.4404240306, 588507.26789329 2921590.073563391)"
19170,,OH,Secondary,"LINESTRING (588814.136584161 2921871.6865066695, 588837.0958453481 2921823.0312798293)"
19171,,OH,Secondary,"LINESTRING (588180.2831445114 2922145.4085022663, 588088.7910387821 2922175.8941168697)"
19172,,OH,Secondary,"LINESTRING (588088.7910387821 2922175.8941168697, 588063.9747206131 2922238.6868929304)"
19173,,OH,Secondary,"LINESTRING (588296.0747915288 2922217.68464978, 588280.6925628146 2922305.3571883827)"
19174,,OH,Secondary,"LINESTRING (588280.6925628146 2922305.3571883827, 588365.3098950756 2922289.1382504515)"
19175,,OH,Secondary,"LINESTRING (588280.6925628146 2922305.3571883827, 588260.1345323337 2922430.0746561424)"
19176,,OH,Secondary,"LINESTRING (588260.1345323337 2922430.0746561424, 588219.7332229197 2922454.0038783187)"
19177,,OH,Secondary,"LINESTRING (588082.67913337 2922930.4734207327, 587957.4231779352 2922926.2435455318)"
19532,,OH,Secondary,"LINESTRING (596486.3956291345 2922786.648981478, 596550.552892264 2922721.7198014986)"
19533,,OH,Secondary,"LINESTRING (596550.552892264 2922721.7198014986, 596634.342224 2922814.41616)"
