gid,phasedesig,servicetyp,subtype,geometry
17027,,UG,Secondary,"LINESTRING (601279.7980779738 2926689.2420781488, 601213.000966133 2926634.327366677)"
17028,,UG,Secondary,"LINESTRING (600992.9958237795 2926761.921599655, 601006.6878010393 2926860.8853177647)"
17029,,UG,Secondary,"LINESTRING (600992.9958237795 2926761.921599655, 601080.0613998036 2926777.999516919)"
17030,,UG,Secondary,"LINESTRING (600986.3955537251 2926698.0938084247, 600992.9958237795 2926761.921599655)"
17031,,UG,Secondary,"LINESTRING (600986.3955537251 2926698.0938084247, 601017.6825522537 2926639.653377372)"
17032,,UG,Secondary,"LINESTRING (600986.3955537251 2926698.0938084247, 600922.8480471661 2926725.38878145)"
17033,,UG,Secondary,"LINESTRING (600982.3070241031 2927105.461094075, 600922.7415268278 2927125.325844773)"
17034,,UG,Secondary,"LINESTRING (601090.5987373568 2927160.9519812036, 600982.3070241031 2927105.461094075)"
17035,,UG,Secondary,"LINESTRING (601090.5987373568 2927160.9519812036, 601023.0275125107 2927197.6003140183)"
17036,,UG,Secondary,"LINESTRING (601090.5987373568 2927160.9519812036, 601089.8513809653 2927163.0507988185)"
17037,,UG,Secondary,"LINESTRING (601089.8513809653 2927163.0507988185, 601156.8579809185 2927232.2226501512)"
17038,,UG,Secondary,"LINESTRING (601113.9639407522 2927094.45292334, 601090.5987373568 2927160.9519812036)"
17039,,UG,Secondary,"LINESTRING (601113.9639407522 2927094.45292334, 601058.8461747365 2927052.9472783594)"
17040,,UG,Secondary,"LINESTRING (601113.9639407522 2927094.45292334, 601113.9639407522 2927094.45292334, 601153.0681937545 2927094.233632225)"
17041,,UG,Secondary,"LINESTRING (601360.6026836806 2927160.3907517055, 601414.8351332132 2927146.180984124)"
17042,,UG,Secondary,"LINESTRING (601360.6026836806 2927160.3907517055, 601334.8365433872 2927133.0540247634)"
17043,,UG,Secondary,"LINESTRING (601612.7908895978 2927262.240335989, 601703.9694547547 2927305.124796841)"
17044,,UG,Secondary,"LINESTRING (601612.7908895978 2927262.240335989, 601586.0633277275 2927343.607085441)"
17045,,UG,Secondary,"LINESTRING (601612.7572704484 2927197.845574529, 601612.7908895978 2927262.240335989)"
17046,,UG,Secondary,"LINESTRING (601730.1069271321 2927186.6674801796, 601782.9005595047 2927152.1741387113)"
17047,,UG,Secondary,"LINESTRING (601612.7572704484 2927197.845574529, 601730.1069271321 2927186.6674801796)"
17048,,UG,Secondary,"LINESTRING (601612.7572704484 2927197.845574529, 601653.5913012126 2927166.19015895)"
17049,,UG,Secondary,"LINESTRING (601612.7572704484 2927197.845574529, 601565.7293802681 2927175.785957133)"
17050,,UG,Secondary,"LINESTRING (601884.3903586954 2927218.302454619, 601813.2121804873 2927292.328685113)"
17051,,UG,Secondary,"LINESTRING (601995.5924050764 2927128.3824774474, 601884.3903586954 2927218.302454619)"
17052,,UG,Secondary,"LINESTRING (602123.3846139285 2927088.609390973, 602131.5869660943 2927049.307741868)"
17053,,UG,Secondary,"LINESTRING (601995.5924050764 2927128.3824774474, 601932.1877714343 2927120.0644314094)"
17054,,UG,Secondary,"LINESTRING (605967.325715467 2938999.514118213, 605939.0053111804 2938935.135907042)"
17055,,UG,Secondary,"LINESTRING (605967.325715467 2938999.514118213, 605865.8368630005 2938981.8184100525)"
17056,,UG,Secondary,"LINESTRING (606110.2409810689 2938631.6840110226, 605990.1707710025 2938504.860040053)"
17057,,UG,Secondary,"LINESTRING (606090.9783332995 2938766.191065606, 605970.4116430028 2938643.6873900522)"
17058,,UG,Secondary,"LINESTRING (606090.9783332995 2938766.191065606, 606110.2409810689 2938631.6840110226)"
17059,,UG,Secondary,"LINESTRING (605547.8556319815 2939629.5375027326, 605498.7192190018 2939494.8992600525)"
17060,,UG,Secondary,"LINESTRING (606090.9783332995 2938766.191065606, 605960.0228680014 2938760.404980051)"
17061,,UG,Secondary,"LINESTRING (605618.3988628017 2939573.5915036406, 605547.8556319815 2939629.5375027326)"
17062,,UG,Secondary,"LINESTRING (605547.8556319815 2939629.5375027326, 605462.8951570009 2939716.873140054)"
17063,,UG,Secondary,"LINESTRING (605618.3988628017 2939573.5915036406, 605717.6899690015 2939482.7334100455)"
17064,,UG,Secondary,"LINESTRING (605618.3988628017 2939573.5915036406, 605638.2239390013 2939687.064370059)"
17065,,UG,Secondary,"LINESTRING (605710.4137651104 2939240.9314460163, 605771.9990300016 2939338.5842300514)"
17066,,UG,Secondary,"LINESTRING (605699.331739763 2939159.699447613, 605772.7300730012 2939077.048870047)"
17067,,UG,Secondary,"LINESTRING (605710.4137651104 2939240.9314460163, 605699.331739763 2939159.699447613)"
17068,,UG,Secondary,"LINESTRING (605646.9117777422 2939265.49818546, 605558.3987960003 2939171.23030005)"
17069,,UG,Secondary,"LINESTRING (605646.9117777422 2939265.49818546, 605529.7404880014 2939320.5113200536)"
17070,,UG,Secondary,"LINESTRING (605710.4137651104 2939240.9314460163, 605646.9117777422 2939265.49818546)"
17071,,UG,Secondary,"LINESTRING (605118.1342063369 2938204.8489645487, 605248.5452620019 2938159.0246000527)"
17072,,UG,Secondary,"LINESTRING (605118.1342063369 2938204.8489645487, 605190.0726790031 2938346.7698900457)"
17073,,UG,Secondary,"LINESTRING (605009.2353329055 2938185.7938068076, 605118.1342063369 2938204.8489645487)"
17074,,UG,Secondary,"LINESTRING (605009.2353329055 2938185.7938068076, 604990.0246310018 2938071.800320054)"
17075,,UG,Secondary,"LINESTRING (605009.2353329055 2938185.7938068076, 604891.6504930014 2938261.596620059)"
17076,,UG,Secondary,"LINESTRING (604907.8013346785 2938432.265179539, 605027.091383 2938465.295950061)"
17077,,UG,Secondary,"LINESTRING (604907.8013346785 2938432.265179539, 604923.1210700013 2938608.055200052)"
17078,,UG,Secondary,"LINESTRING (604806.7223381307 2938394.1194250206, 604907.8013346785 2938432.265179539)"
17079,,UG,Secondary,"LINESTRING (604806.7223381307 2938394.1194250206, 604766.9201670022 2938570.802320059)"
17080,,UG,Secondary,"LINESTRING (605239.3470221172 2938749.2628035774, 605355.8858340034 2938819.531130052)"
17081,,UG,Secondary,"LINESTRING (605200.0944759264 2938751.0876298305, 605239.3470221172 2938749.2628035774)"
17082,,UG,Secondary,"LINESTRING (605200.0944759264 2938751.0876298305, 605176.8617970033 2938887.118290051)"
17084,,UG,Secondary,"LINESTRING (605226.3009673376 2939041.260036066, 605129.4580680012 2939191.708310059)"
17088,,UG,Secondary,"LINESTRING (604904.280726522 2939094.6817238727, 604985.8916806707 2939049.556751688)"
17089,,UG,Secondary,"LINESTRING (604904.280726522 2939094.6817238727, 604775.3859970011 2939125.704440042)"
17090,,UG,Secondary,"LINESTRING (604904.280726522 2939094.6817238727, 604954.4160430015 2939178.3166900547)"
17093,,UG,Secondary,"LINESTRING (604541.7648808109 2938988.6087209624, 604692.0457820758 2938980.5570997405)"
17094,,UG,Secondary,"LINESTRING (604541.7648808109 2938988.6087209624, 604445.8253680016 2939022.827200054)"
17095,,UG,Secondary,"LINESTRING (604541.7648808109 2938988.6087209624, 604599.022607001 2939082.324550053)"
17096,,UG,Secondary,"LINESTRING (604398.6706388016 2938709.7770006284, 604539.6248290011 2938781.9226100473)"
17097,,UG,Secondary,"LINESTRING (604398.6706388016 2938709.7770006284, 604522.6081650176 2938572.126045609)"
17098,,UG,Secondary,"LINESTRING (604378.6833947259 2938785.7811559346, 604398.6706388016 2938709.7770006284)"
17099,,UG,Secondary,"LINESTRING (603998.6290825701 2938560.2450055224, 603913.4398430007 2938623.0305600534)"
17100,,UG,Secondary,"LINESTRING (604118.0322797967 2938602.064971716, 603998.6290825701 2938560.2450055224)"
17101,,UG,Secondary,"LINESTRING (604118.0322797967 2938602.064971716, 604034.2835900015 2938679.0121700536)"
17102,,UG,Secondary,"LINESTRING (604118.0322797967 2938602.064971716, 604140.0669920016 2938782.27280005)"
17103,,UG,Secondary,"LINESTRING (601884.3903586954 2927218.302454619, 601968.9135360012 2927273.548160059)"
17104,,UG,Secondary,"LINESTRING (601995.5924050764 2927128.3824774474, 602022.2171976244 2927099.1415143264)"
17105,,UG,Secondary,"LINESTRING (604967.6927138695 2927788.044714786, 605040.5455390007 2927840.3813700504)"
17106,,UG,Secondary,"LINESTRING (604940.0175556182 2927738.525815293, 604967.6927138695 2927788.044714786)"
17107,,UG,Secondary,"LINESTRING (604898.8910133444 2927788.044714786, 604827.8688360027 2927841.440330047)"
17108,,UG,Secondary,"LINESTRING (604940.0175556182 2927738.525815293, 604898.8910133444 2927788.044714786)"
17109,,UG,Secondary,"LINESTRING (604940.0175556182 2927738.525815293, 605034.6931140032 2927722.7944600503)"
17110,,UG,Secondary,"LINESTRING (604940.0175556182 2927738.525815293, 604842.385989 2927724.7935800585)"
17111,,UG,Secondary,"LINESTRING (604828.9534372151 2927545.6203015726, 604928.9162119746 2927598.823557246)"
17112,,UG,Secondary,"LINESTRING (604828.9534372151 2927545.6203015726, 604808.8693186581 2927616.8305912386)"
17113,,UG,Secondary,"LINESTRING (605074.4262032417 2927474.6179412766, 605138.8857313286 2927515.1236745515)"
17114,,UG,Secondary,"LINESTRING (605074.4262032417 2927474.6179412766, 605066.8575953376 2927546.3358668177)"
17116,,UG,Secondary,"LINESTRING (605744.0932635968 2927431.0472317007, 605809.9478649739 2927434.6922560236)"
17117,,UG,Secondary,"LINESTRING (605744.0932635968 2927431.0472317007, 605770.3323901804 2927541.533991082)"
17118,,UG,Secondary,"LINESTRING (605679.221092135 2927421.5933712176, 605744.0932635968 2927431.0472317007)"
17119,,UG,Secondary,"LINESTRING (605679.221092135 2927421.5933712176, 605637.0803385976 2927447.897414289)"
17120,,UG,Secondary,"LINESTRING (605679.221092135 2927421.5933712176, 605673.094406593 2927349.4589617746)"
17121,,UG,Secondary,"LINESTRING (605614.1012084095 2927655.4897516463, 605691.1014405916 2927639.9724436062)"
17122,,UG,Secondary,"LINESTRING (605614.1012084095 2927655.4897516463, 605677.8962823239 2927752.8165233186)"
17123,,UG,Secondary,"LINESTRING (605551.137160387 2927653.245319608, 605614.1012084095 2927655.4897516463)"
17124,,UG,Secondary,"LINESTRING (605551.137160387 2927653.245319608, 605550.6465754079 2927582.349934814)"
17125,,UG,Secondary,"LINESTRING (605551.137160387 2927653.245319608, 605536.2409482108 2927713.201048528)"
17126,,UG,Secondary,"LINESTRING (605637.5880438158 2927909.0144941327, 605697.103785255 2927876.464823433)"
17127,,UG,Secondary,"LINESTRING (605637.5880438158 2927909.0144941327, 605686.1639988768 2927963.0205219802, 605697.1037852549 2928003.714530353)"
17128,,UG,Secondary,"LINESTRING (605576.2268269467 2927866.525462663, 605637.5880438158 2927909.0144941327)"
17129,,UG,Secondary,"LINESTRING (605576.2268269467 2927866.525462663, 605547.0451686077 2927815.240907847)"
17130,,UG,Secondary,"LINESTRING (605576.2268269467 2927866.525462663, 605551.8470443403 2927935.287801112)"
17131,,UG,Secondary,"LINESTRING (597212.7048408564 2927702.0584462383, 597264.2145600008 2927672.1182500487)"
17132,,UG,Secondary,"LINESTRING (597212.7048408564 2927702.0584462383, 597303.2473060016 2927741.50350005)"
17133,,UG,Secondary,"LINESTRING (597190.1912403487 2927740.2223906475, 597212.7048408564 2927702.0584462383)"
17134,,UG,Secondary,"LINESTRING (597110.6137619222 2927799.059910208, 597190.1912403487 2927740.2223906475)"
17135,,UG,Secondary,"LINESTRING (597068.5185099905 2927773.691247997, 596998.3150590025 2927708.8071000604)"
17136,,UG,Secondary,"LINESTRING (597068.5185099905 2927773.691247997, 597068.8030772499 2927725.2670103423, 597098.3840710012 2927674.723350055)"
17137,,UG,Secondary,"LINESTRING (597110.6137619222 2927799.059910208, 597068.5185099905 2927773.691247997)"
17138,,UG,Secondary,"LINESTRING (597110.6137619222 2927799.059910208, 597132.9523772508 2927809.146710343, 597177.3115180002 2927809.5049600545)"
17139,,UG,Secondary,"LINESTRING (597110.6137619222 2927799.059910208, 597096.6778330029 2927854.472510053)"
17141,,UG,Secondary,"LINESTRING (596898.4901829961 2927769.3813502267, 596799.2785556543 2927791.816601226)"
17142,,UG,Secondary,"LINESTRING (596939.9532028277 2927886.28752668, 596898.4901829961 2927769.3813502267)"
17143,,UG,Secondary,"LINESTRING (596939.9532028277 2927886.28752668, 597018.7092110027 2927895.4494100595)"
17144,,UG,Secondary,"LINESTRING (596939.9532028277 2927886.28752668, 596902.5763792426 2927919.5620001634, 596864.9304380016 2927914.271850053)"
17145,,UG,Secondary,"LINESTRING (596915.5584798343 2928660.2360701757, 596947.6942200022 2928616.65683006)"
17146,,UG,Secondary,"LINESTRING (596915.5584798343 2928660.2360701757, 596850.2266180019 2928674.1354000513)"
17148,,UG,Secondary,"LINESTRING (596976.3268659615 2928811.990049688, 596893.0296870017 2928785.0485000466)"
17149,,UG,Secondary,"LINESTRING (597005.3821877073 2929012.974700652, 596942.1589760033 2929228.2695300514)"
17150,,UG,Secondary,"LINESTRING (597047.9955880072 2929045.6984309433, 597045.1224360112 2929231.7575680595)"
17151,,UG,Secondary,"LINESTRING (597005.3821877073 2929012.974700652, 597047.9955880072 2929045.6984309433)"
17153,,UG,Secondary,"LINESTRING (597005.3821877073 2929012.974700652, 596927.1647560031 2929075.3426700574)"
17154,,UG,Secondary,"LINESTRING (600425.6163126334 2936893.233108561, 600463.803843 2936983.68766)"
17155,,UG,Secondary,"LINESTRING (600325.5647509607 2936861.7357792608, 600369.0776735913 2936753.5959658045)"
17156,,UG,Secondary,"LINESTRING (600325.5647509607 2936861.7357792608, 600276.400452 2936762.25527)"
17157,,UG,Secondary,"LINESTRING (600325.5647509607 2936861.7357792608, 600238.245123 2936911.35743)"
17158,,UG,Secondary,"LINESTRING (600373.6182775922 2937095.4854719755, 600436.779836 2937092.03688)"
17159,,UG,Secondary,"LINESTRING (600326.2624907605 2937090.458592333, 600373.6182775922 2937095.4854719755)"
17160,,UG,Secondary,"LINESTRING (600326.2624907605 2937090.458592333, 600362.10728 2937189.81137)"
17161,,UG,Secondary,"LINESTRING (600268.7749856499 2937083.5800042315, 600326.2624907605 2937090.458592333)"
17162,,UG,Secondary,"LINESTRING (600268.7749856499 2937083.5800042315, 600214.047774 2937006.52724)"
17163,,UG,Secondary,"LINESTRING (600177.3424990406 2937228.097705981, 600252.862834 2937251.62552)"
17164,,UG,Secondary,"LINESTRING (600177.3424990406 2937228.097705981, 600175.2072000001 2937335.1088000005)"
17165,,UG,Secondary,"LINESTRING (600177.9653161579 2937155.538823173, 600177.3424990406 2937228.097705981)"
17166,,UG,Secondary,"LINESTRING (600177.9653161579 2937155.538823173, 600173.917506 2937086.87728)"
17167,,UG,Secondary,"LINESTRING (600177.9653161579 2937155.538823173, 600098.186684 2937159.56896)"
17173,,UG,Secondary,"LINESTRING (601995.5924050764 2927128.3824774474, 602123.3846139285 2927088.609390973)"
17140,,UG,Secondary,"LINESTRING (596898.4901829961 2927769.3813502267, 596880.6444961675 2927712.3401016253)"
17174,,UG,Secondary,"LINESTRING (600425.6163126334 2936893.233108561, 600520.088031 2936877.15925)"
17175,,UG,Secondary,"LINESTRING (600325.5647509607 2936861.7357792608, 600425.6163126334 2936893.233108561)"
17176,,UG,Secondary,"LINESTRING (600369.0776735913 2936753.5959658045, 600482.981112 2936743.73071)"
17177,,UG,Secondary,"LINESTRING (589010.150548099 2937284.3118036254, 589159.4941320021 2937261.441270049)"
17178,,UG,Secondary,"LINESTRING (588917.739777251 2937147.9717103993, 589010.150548099 2937284.3118036254)"
17179,,UG,Secondary,"LINESTRING (588658.5447719455 2936569.463159772, 588740.0674720018 2936314.7389600454)"
17180,,UG,Secondary,"LINESTRING (588658.5447719455 2936569.463159772, 588568.3976490003 2936643.890930052)"
17181,,UG,Secondary,"LINESTRING (588781.4669466655 2936629.5482438165, 588658.5447719455 2936569.463159772)"
17182,,UG,Secondary,"LINESTRING (588781.4669466655 2936629.5482438165, 588935.6187430026 2936553.2546100547)"
17183,,UG,Secondary,"LINESTRING (588781.4669466655 2936629.5482438165, 588949.6526530025 2936687.781230056)"
17184,,UG,Secondary,"LINESTRING (588735.0595489828 2936827.1251301933, 588599.2324280028 2936762.112650055)"
17185,,UG,Secondary,"LINESTRING (588735.0595489828 2936827.1251301933, 588609.7449460013 2936880.7072300552)"
17186,,UG,Secondary,"LINESTRING (588793.2093819905 2936900.548721207, 588735.0595489828 2936827.1251301933)"
17187,,UG,Secondary,"LINESTRING (588793.2093819905 2936900.548721207, 588946.2019100033 2936805.777390048)"
17188,,UG,Secondary,"LINESTRING (588793.2093819905 2936900.548721207, 588875.470765293 2936886.720384585, 588974.4079310013 2936902.5903500514)"
17190,,UG,Secondary,"LINESTRING (588841.1803641919 2937084.7913825186, 588660.9000440028 2937005.8197100493)"
17191,,UG,Secondary,"LINESTRING (588841.1803641919 2937084.7913825186, 588733.8437300015 2937116.618790049)"
17192,,UG,Secondary,"LINESTRING (588917.739777251 2937147.9717103993, 588841.1803641919 2937084.7913825186)"
17193,,UG,Secondary,"LINESTRING (588917.739777251 2937147.9717103993, 589053.7959760013 2936996.724610053)"
17194,,UG,Secondary,"LINESTRING (588917.739777251 2937147.9717103993, 589111.5798710011 2937123.8506200523)"
17195,,UG,Secondary,"LINESTRING (601272.5184443243 2945355.7591552394, 601301.2269894958 2945348.6917372444)"
17196,,UG,Secondary,"LINESTRING (601129.295698884 2945289.4610680435, 601272.5184443243 2945355.7591552394)"
17197,,UG,Secondary,"LINESTRING (601129.295698884 2945289.4610680435, 601112.8700742624 2945248.1733312253)"
17198,,UG,Secondary,"LINESTRING (601129.295698884 2945289.4610680435, 601174.3953618117 2945253.4739468205)"
17199,,UG,Secondary,"LINESTRING (601100.2264831085 2945347.3444345514, 601117.67 2945455.800000052)"
17200,,UG,Secondary,"LINESTRING (601451.1405481212 2945564.038773621, 601356.1020814761 2945649.887226932)"
17201,,UG,Secondary,"LINESTRING (612567.5808527891 2922776.1862464775, 612546.4153246866 2922872.352087766)"
17202,,UG,Secondary,"LINESTRING (612567.5808527891 2922776.1862464775, 612600.5681035249 2922830.5677225217)"
17203,,UG,Secondary,"LINESTRING (612633.8676667786 2922699.660998843, 612567.5808527891 2922776.1862464775)"
17204,,UG,Secondary,"LINESTRING (612633.8676667786 2922699.660998843, 612643.082309473 2922637.2752167806)"
17206,,UG,Secondary,"LINESTRING (612405.6337580316 2922576.3644609237, 612443.8392 2922658.3919)"
17207,,UG,Secondary,"LINESTRING (612405.6337580316 2922576.3644609237, 612356.6456000002 2922602.4916)"
17208,,UG,Secondary,"LINESTRING (612429.9625641785 2922515.936568133, 612405.6337580316 2922576.3644609237)"
17209,,UG,Secondary,"LINESTRING (612304.8435619771 2922338.444361005, 612362.3913 2922345.159399999)"
17210,,UG,Secondary,"LINESTRING (612429.9625641785 2922515.936568133, 612524.2778 2922491.7573)"
17211,,UG,Secondary,"LINESTRING (612429.9625641785 2922515.936568133, 612453.4035 2922473.973)"
17212,,UG,Secondary,"LINESTRING (612265.8653920919 2922467.0001398386, 612148.8149000001 2922520.3898)"
17213,,UG,Secondary,"LINESTRING (612304.8435619771 2922338.444361005, 612265.8653920919 2922467.0001398386)"
17214,,UG,Secondary,"LINESTRING (612250.064648594 2922341.4919545087, 612142.0861 2922340.295)"
17215,,UG,Secondary,"LINESTRING (612250.064648594 2922341.4919545087, 612173.2964 2922402.1706)"
17216,,UG,Secondary,"LINESTRING (612304.8435619771 2922338.444361005, 612250.064648594 2922341.4919545087)"
17217,,UG,Secondary,"LINESTRING (612179.5194581016 2922656.0598469623, 612225.879768 2922721.43314)"
17218,,UG,Secondary,"LINESTRING (612159.7546058018 2922598.4124210794, 612179.5194581016 2922656.0598469623)"
17219,,UG,Secondary,"LINESTRING (612059.3325912833 2922814.871207972, 612149.2693 2922864.7184)"
17220,,UG,Secondary,"LINESTRING (612059.3325912833 2922814.871207972, 612097.3185 2922903.5238)"
17221,,UG,Secondary,"LINESTRING (612033.7487397399 2922764.9766461346, 612059.3325912833 2922814.871207972)"
17222,,UG,Secondary,"LINESTRING (612033.7487397399 2922764.9766461346, 611950.2218 2922801.0913)"
17223,,UG,Secondary,"LINESTRING (612033.7487397399 2922764.9766461346, 612025.7692 2922694.9986)"
17224,,UG,Secondary,"LINESTRING (611890.457536532 2923010.046840599, 611963.1819 2923017.5695)"
17225,,UG,Secondary,"LINESTRING (611890.457536532 2923010.046840599, 611905.4892 2923053.3283)"
17226,,UG,Secondary,"LINESTRING (611890.457536532 2923010.046840599, 611780.9076 2922946.4977)"
17227,,UG,Secondary,"LINESTRING (601634.3750032522 2934215.9419433814, 601659.085102 2934133.74241)"
17228,,UG,Secondary,"LINESTRING (601516.0684904828 2934181.478056282, 601634.3750032522 2934215.9419433814)"
17229,,UG,Secondary,"LINESTRING (601516.0684904828 2934181.478056282, 601405.69065 2933981.93074)"
17230,,UG,Secondary,"LINESTRING (601516.0684904828 2934181.478056282, 601576.264751 2934073.1791)"
17231,,UG,Secondary,"LINESTRING (601512.8245117967 2934245.0464310287, 601516.0684904828 2934181.478056282)"
17232,,UG,Secondary,"LINESTRING (601512.8245117967 2934245.0464310287, 601522.8810000004 2934362.8673100495)"
17233,,UG,Secondary,"LINESTRING (601512.8245117967 2934245.0464310287, 601410.7419800009 2934271.755800048)"
17234,,UG,Secondary,"LINESTRING (601700.9599473489 2934352.609608574, 601604.8616420015 2934425.5797800445)"
17235,,UG,Secondary,"LINESTRING (601739.709108593 2934327.3386918125, 601700.9599473489 2934352.609608574)"
17236,,UG,Secondary,"LINESTRING (601739.709108593 2934327.3386918125, 601769.9226962641 2934217.1304630097)"
17237,,UG,Secondary,"LINESTRING (601739.709108593 2934327.3386918125, 601721.1162100014 2934447.4291600487)"
17238,,UG,Secondary,"LINESTRING (603156.3669065261 2936520.41693995, 603116.9138 2936635.0041)"
17239,,UG,Secondary,"LINESTRING (603156.3669065261 2936520.41693995, 602999.607687414 2936463.1881736675)"
17253,,UG,Secondary,"LINESTRING (589988.5607422665 2928739.506414734, 590064.9566420019 2928804.693310053)"
17254,,UG,Secondary,"LINESTRING (589988.5607422665 2928739.506414734, 590077.6537600032 2928680.2842400544)"
17255,,UG,Secondary,"LINESTRING (589974.5717008505 2928524.961582292, 589918.5334520008 2928448.3070400488)"
17256,,UG,Secondary,"LINESTRING (589974.5717008505 2928524.961582292, 589892.8285480033 2928567.651190048)"
17257,,UG,Secondary,"LINESTRING (590025.7081127539 2928488.1843798216, 589974.5717008505 2928524.961582292)"
17258,,UG,Secondary,"LINESTRING (590025.7081127539 2928488.1843798216, 590104.1982040001 2928427.1103800577)"
17259,,UG,Secondary,"LINESTRING (590025.7081127539 2928488.1843798216, 590091.0303280024 2928555.2241200535)"
17260,,UG,Secondary,"LINESTRING (589972.2467247788 2928268.6139987893, 589853.4722470008 2928249.0149900564)"
17261,,UG,Secondary,"LINESTRING (589972.2467247788 2928268.6139987893, 589904.8503110032 2928330.082420058)"
17262,,UG,Secondary,"LINESTRING (590007.64383238 2928240.296965394, 589972.2467247788 2928268.6139987893)"
17263,,UG,Secondary,"LINESTRING (590007.64383238 2928240.296965394, 590118.7470000032 2928252.85903005)"
17264,,UG,Secondary,"LINESTRING (590007.64383238 2928240.296965394, 590056.850804001 2928127.525940056)"
17265,,UG,Secondary,"LINESTRING (589748.657172041 2928117.5204344057, 589747.1892980017 2928200.3280500514)"
17266,,UG,Secondary,"LINESTRING (589748.657172041 2928117.5204344057, 589675.048408801 2928148.5656355866, 589640.7960840006 2928155.8309600544)"
17267,,UG,Secondary,"LINESTRING (589773.9445522316 2928074.602546826, 589748.657172041 2928117.5204344057)"
17268,,UG,Secondary,"LINESTRING (589773.9445522316 2928074.602546826, 589927.5897330028 2928076.0209200513)"
17269,,UG,Secondary,"LINESTRING (589773.9445522316 2928074.602546826, 589766.6440800031 2928003.4871100583)"
17270,,UG,Secondary,"LINESTRING (589551.5436108559 2927955.3126760274, 589577.730503 2927873.3175300467)"
17271,,UG,Secondary,"LINESTRING (589551.5436108559 2927955.3126760274, 589659.9903320023 2927934.3174300427)"
17272,,UG,Secondary,"LINESTRING (589479.9526341911 2927759.821809612, 589614.9634180028 2927766.42934005)"
17273,,UG,Secondary,"LINESTRING (589479.9526341911 2927759.821809612, 589414.1423530019 2927795.242380044)"
17274,,UG,Secondary,"LINESTRING (589479.9526341911 2927759.821809612, 589453.5338580011 2927658.86302005)"
17275,,UG,Secondary,"LINESTRING (589436.9667002 2928008.8838345073, 589541.0356720008 2928099.956960054)"
17276,,UG,Secondary,"LINESTRING (589436.9667002 2928008.8838345073, 589397.1494420022 2927930.5513600535)"
17277,,UG,Secondary,"LINESTRING (589436.9667002 2928008.8838345073, 589384.9118070034 2928062.8817200544)"
17278,,UG,Secondary,"LINESTRING (589112.7892782222 2928267.39478286, 588973.6124610017 2928195.8996600504)"
17279,,UG,Secondary,"LINESTRING (589112.7892782222 2928267.39478286, 589149.2823900029 2928170.6819200427)"
17280,,UG,Secondary,"LINESTRING (589090.636697229 2928382.053119974, 589112.7892782222 2928267.39478286)"
17281,,UG,Secondary,"LINESTRING (589090.636697229 2928382.053119974, 588954.4218760015 2928348.528250054)"
17282,,UG,Secondary,"LINESTRING (589090.636697229 2928382.053119974, 589090.829070002 2928422.6989200474)"
17283,,UG,Secondary,"LINESTRING (589326.6217684597 2928350.494756423, 589380.8582670011 2928231.739950052)"
17284,,UG,Secondary,"LINESTRING (589326.6217684597 2928350.494756423, 589287.1856930032 2928240.5705300556)"
17285,,UG,Secondary,"LINESTRING (589293.3667736426 2928386.8705097456, 589326.6217684597 2928350.494756423)"
17286,,UG,Secondary,"LINESTRING (589293.3667736426 2928386.8705097456, 589315.2431489145 2928426.5692427293, 589357.5134910032 2928458.5587900486)"
17287,,UG,Secondary,"LINESTRING (589293.3667736426 2928386.8705097456, 589249.3414820032 2928434.069080048)"
17288,,UG,Secondary,"LINESTRING (589709.3559841735 2928478.246814464, 589742.5394050026 2928554.139410058)"
17289,,UG,Secondary,"LINESTRING (589749.0228986144 2928408.6156719085, 589709.3559841735 2928478.246814464)"
17290,,UG,Secondary,"LINESTRING (589749.0228986144 2928408.6156719085, 589808.6962160023 2928442.9711400527)"
17291,,UG,Secondary,"LINESTRING (589749.0228986144 2928408.6156719085, 589728.4590590014 2928328.874330046)"
17292,,UG,Secondary,"LINESTRING (589567.7792583648 2928432.249131916, 589613.0029660013 2928518.183960046)"
17293,,UG,Secondary,"LINESTRING (589567.7792583648 2928432.249131916, 589505.1282060018 2928493.8246600507)"
17294,,UG,Secondary,"LINESTRING (589555.6449731383 2928388.03768597, 589567.7792583648 2928432.249131916)"
17295,,UG,Secondary,"LINESTRING (589555.6449731383 2928388.03768597, 589621.5259300016 2928327.4694200573)"
17296,,UG,Secondary,"LINESTRING (589555.6449731383 2928388.03768597, 589522.0154550014 2928292.5641700462)"
17297,,UG,Secondary,"LINESTRING (589403.8576923776 2928688.217568999, 589515.2540820034 2928642.8498900584)"
17298,,UG,Secondary,"LINESTRING (589403.8576923776 2928688.217568999, 589312.8946400003 2928598.267350062)"
17299,,UG,Secondary,"LINESTRING (589435.5130330961 2929136.662186128, 589413.6788880011 2928939.7142300485)"
17300,,UG,Secondary,"LINESTRING (589487.410843946 2929208.7409943826, 589435.5130330961 2929136.662186128)"
17301,,UG,Secondary,"LINESTRING (589381.217933187 2929094.675781222, 589347.3297490032 2928978.1842700476)"
17302,,UG,Secondary,"LINESTRING (589346.9488861312 2929158.442315537, 589381.217933187 2929094.675781222)"
17303,,UG,Secondary,"LINESTRING (589369.069583916 2929213.6690298948, 589304.1891870007 2929276.980430054)"
17304,,UG,Secondary,"LINESTRING (589346.9488861312 2929158.442315537, 589369.069583916 2929213.6690298948)"
